seed,fold,finding,subset,k,certified
2,1,Hyperostosis of skull,T1ax+FLAIRax+T2cor,3,True
2,1,Choroid plexus cyst,T1ax+T2ax,2,True
2,1,Lipoma of brain,T1ax+T2ax+FLAIRax+T2cor,4,True
2,1,Glioma,FLAIRax+T2cor,2,True
2,1,Pituitary adenoma,T2ax,1,True
2,2,Cerebral infarction,T2ax+FLAIRax+T2cor,3,True
2,2,Cerebral hemorrhage,T1ax+T2ax+FLAIRax+T2cor,4,True
2,2,Metastatic malignant neoplasm to brain,T1ax+T2ax+FLAIRax+T2cor,4,True
2,2,Intracranial meningioma,T1ax+T2ax+FLAIRax+T2cor,4,True
2,2,Demyelinating disease of central nervous system,T2ax+FLAIRax+T2cor,3,True
2,2,Herniation of nucleus pulposus,T1ax+T2ax+FLAIRax+T2cor,4,True
2,2,Spinal cord compression,T2ax+T2cor,2,True
2,2,Lacunar infarct,T1ax+T2ax+FLAIRax+T2cor,4,True
2,2,Silent micro-hemorrhage of brain,T1ax+T2ax+FLAIRax+T2cor,4,True
2,2,Cavernous hemangioma,T1ax+T2ax+FLAIRax+T2cor,4,True
2,2,Subdural intracranial hemorrhage,T1ax,1,True
2,2,Gliosis,T2ax+FLAIRax,2,True
2,2,Cerebral atrophy,T2ax,1,True
2,2,Encephalomalacia,T1ax+T2ax+FLAIRax+T2cor,4,True
2,2,Arachnoid cyst,T1ax+T2ax+FLAIRax+T2cor,4,True
2,2,Empty sella syndrome,T1ax+T2ax+FLAIRax,3,True
2,2,Intracranial aneurysm,T1ax+T2ax+FLAIRax+T2cor,4,True
2,2,Chiari malformation,T1ax+T2ax+FLAIRax+T2cor,4,True
2,2,Cyst of pineal gland,T2cor,1,True
2,2,Rathke's pouch cyst,T1ax+T2ax+FLAIRax+T2cor,4,True
2,2,Cerebral edema,T1ax+T2ax+FLAIRax+T2cor,4,True
2,2,Spinal stenosis,T1ax+T2ax,2,True
2,2,Mastoiditis,T1ax+T2ax+FLAIRax+T2cor,4,True
2,2,Chronic mastoiditis,T1ax+T2ax+FLAIRax+T2cor,4,True
2,2,Ventriculomegaly,T2ax,1,True
2,2,Cerebellar degeneration,T1ax+T2ax,2,True
2,2,Mega cisterna magna,T2ax+FLAIRax+T2cor,3,True
2,2,Structure of cave of septum pellucidum,T1ax+T2ax+FLAIRax+T2cor,4,True
2,2,Hyperostosis of skull,T1ax+T2ax+FLAIRax+T2cor,4,True
2,2,Choroid plexus cyst,T1ax+T2ax+FLAIRax+T2cor,4,True
2,2,Lipoma of brain,T1ax+T2ax+FLAIRax+T2cor,4,True
2,2,Glioma,T1ax+FLAIRax+T2cor,3,True
2,2,Pituitary adenoma,T1ax+T2ax,2,True
2,3,Cerebral infarction,T1ax+T2ax+FLAIRax+T2cor,4,True
2,3,Cerebral hemorrhage,T1ax+T2ax+FLAIRax+T2cor,4,True
2,3,Metastatic malignant neoplasm to brain,T2ax+FLAIRax,2,True
2,3,Intracranial meningioma,T1ax+T2ax+FLAIRax+T2cor,4,True
2,3,Demyelinating disease of central nervous system,FLAIRax,1,True
2,3,Herniation of nucleus pulposus,T1ax+FLAIRax+T2cor,3,True
2,3,Spinal cord compression,T1ax+T2ax+T2cor,3,True
2,3,Lacunar infarct,T1ax+T2ax+FLAIRax+T2cor,4,True
2,3,Silent micro-hemorrhage of brain,T1ax+T2ax+FLAIRax+T2cor,4,True
2,3,Cavernous hemangioma,T1ax+T2ax,2,True
2,3,Subdural intracranial hemorrhage,T1ax+T2ax+FLAIRax+T2cor,4,True
2,3,Gliosis,T2ax+FLAIRax,2,True
2,3,Cerebral atrophy,T2ax,1,True
2,3,Encephalomalacia,T1ax+T2ax+FLAIRax+T2cor,4,True
2,3,Arachnoid cyst,T1ax+T2ax+FLAIRax+T2cor,4,True
2,3,Empty sella syndrome,T1ax+T2ax,2,True
2,3,Intracranial aneurysm,T1ax+T2ax+FLAIRax+T2cor,4,True
2,3,Chiari malformation,T1ax+T2ax+FLAIRax+T2cor,4,True
2,3,Cyst of pineal gland,T1ax+T2ax+FLAIRax+T2cor,4,True
2,3,Rathke's pouch cyst,T1ax+T2ax+FLAIRax+T2cor,4,True
2,3,Cerebral edema,T1ax+T2ax+FLAIRax+T2cor,4,True
2,3,Spinal stenosis,T1ax+T2ax,2,True
2,3,Mastoiditis,T1ax+T2ax+FLAIRax+T2cor,4,True
2,3,Chronic mastoiditis,T1ax+T2ax+FLAIRax+T2cor,4,True
2,3,Ventriculomegaly,T2ax,1,True
2,3,Cerebellar degeneration,FLAIRax+T2cor,2,True
2,3,Mega cisterna magna,T2ax+FLAIRax+T2cor,3,True
2,3,Structure of cave of septum pellucidum,T2ax+FLAIRax+T2cor,3,True
2,3,Hyperostosis of skull,T1ax+T2ax+FLAIRax+T2cor,4,True
2,3,Choroid plexus cyst,T1ax+T2ax+FLAIRax+T2cor,4,True
2,3,Lipoma of brain,T1ax+T2ax+FLAIRax+T2cor,4,True
2,3,Glioma,FLAIRax+T2cor,2,True
2,3,Pituitary adenoma,T1ax+T2ax,2,True
2,4,Cerebral infarction,T1ax+T2ax+FLAIRax+T2cor,4,True
2,4,Cerebral hemorrhage,T1ax+T2ax+FLAIRax+T2cor,4,True
2,4,Metastatic malignant neoplasm to brain,T1ax+FLAIRax,2,True
2,4,Intracranial meningioma,T1ax+T2ax+FLAIRax,3,True
2,4,Demyelinating disease of central nervous system,T2ax+FLAIRax,2,True
2,4,Herniation of nucleus pulposus,T1ax+FLAIRax+T2cor,3,True
2,4,Spinal cord compression,T2ax,1,True
2,4,Lacunar infarct,T1ax+T2ax+FLAIRax+T2cor,4,True
2,4,Silent micro-hemorrhage of brain,T1ax+T2ax+FLAIRax+T2cor,4,True
2,4,Cavernous hemangioma,T1ax+T2ax,2,True
2,4,Subdural intracranial hemorrhage,T1ax,1,True
2,4,Gliosis,T2ax+FLAIRax,2,True
2,4,Cerebral atrophy,T2ax,1,True
2,4,Encephalomalacia,T1ax+T2ax+FLAIRax+T2cor,4,True
2,4,Arachnoid cyst,T1ax+T2ax+FLAIRax+T2cor,4,True
2,4,Empty sella syndrome,T1ax+T2ax+FLAIRax,3,True
2,4,Intracranial aneurysm,T1ax+T2ax+FLAIRax,3,True
2,4,Chiari malformation,T1ax+T2ax+FLAIRax+T2cor,4,True
2,4,Cyst of pineal gland,T1ax+T2ax+FLAIRax+T2cor,4,True
2,4,Rathke's pouch cyst,T1ax+T2ax+FLAIRax+T2cor,4,True
2,4,Cerebral edema,T1ax+T2ax+FLAIRax+T2cor,4,True
2,4,Spinal stenosis,T1ax+T2ax,2,True
2,4,Mastoiditis,T1ax+T2ax+FLAIRax+T2cor,4,True
2,4,Chronic mastoiditis,T1ax+T2ax+FLAIRax+T2cor,4,True
2,4,Ventriculomegaly,T1ax+T2ax,2,True
2,4,Cerebellar degeneration,T1ax+T2ax,2,True
2,4,Mega cisterna magna,T2ax+T2cor,2,True
2,4,Structure of cave of septum pellucidum,T2ax+FLAIRax+T2cor,3,True
2,4,Hyperostosis of skull,FLAIRax+T2cor,2,True
2,4,Choroid plexus cyst,T1ax+T2ax+FLAIRax+T2cor,4,True
2,4,Lipoma of brain,T1ax+T2ax+FLAIRax+T2cor,4,True
2,4,Glioma,T1ax+FLAIRax+T2cor,3,True
2,4,Pituitary adenoma,T2ax,1,True
