seed,fold,finding,subset,k,certified
1,4,Cerebellar degeneration,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
1,4,Mega cisterna magna,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
1,4,Structure of cave of septum pellucidum,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
1,4,Hyperostosis of skull,SWIax,1,True
1,4,Watershed infarct,T1ax+T2ax+FLAIRsag,3,True
1,4,Foraminal Spinal Stenosis,T1ax+FLAIRax+FLAIRsag+SWIax,4,True
1,4,Lipoma of brain,T1ax+T2ax+FLAIRsag+SWIax,4,True
1,4,Glioma,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
1,4,Pituitary adenoma,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,0,Cerebral infarction,T1ax+FLAIRax+FLAIRsag+SWIax,4,True
2,0,Cerebral hemorrhage,T1ax+FLAIRax+FLAIRsag+SWIax,4,True
2,0,Metastatic malignant neoplasm to brain,T2ax+FLAIRax+FLAIRsag+SWIax,4,True
2,0,Intracranial meningioma,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,0,Demyelinating disease of central nervous system,T1ax+T2ax+FLAIRax,3,True
2,0,Herniation of nucleus pulposus,T1ax+FLAIRax+FLAIRsag,3,True
2,0,Spinal cord compression,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,0,Lacunar infarct,T1ax+FLAIRax+SWIax,3,True
2,0,Silent micro-hemorrhage of brain,SWIax,1,True
2,0,Cavernous hemangioma,SWIax,1,True
2,0,Subdural intracranial hemorrhage,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,0,Gliosis,T2ax+FLAIRax+FLAIRsag+SWIax,4,True
2,0,Cerebral atrophy,FLAIRax+FLAIRsag,2,True
2,0,Encephalomalacia,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,0,Arachnoid cyst,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,0,Empty sella syndrome,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,0,Intracranial aneurysm,T2ax+FLAIRax+FLAIRsag,3,True
2,0,Chiari malformation,T1ax+FLAIRax,2,True
2,0,Schwannoma,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,0,Cyst of pineal gland,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,0,Hemangioma of vertebral column,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,0,Cerebral edema,FLAIRax+SWIax,2,True
2,0,Spinal stenosis,T1ax+FLAIRsag+SWIax,3,True
2,0,Mastoiditis,T2ax+FLAIRax+FLAIRsag+SWIax,4,True
2,0,Chronic mastoiditis,T1ax+T2ax+FLAIRax+SWIax,4,True
2,0,Ventriculomegaly,T1ax+FLAIRax+FLAIRsag,3,True
2,0,Cerebellar degeneration,T1ax+T2ax+FLAIRax+FLAIRsag,4,True
2,0,Mega cisterna magna,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,0,Structure of cave of septum pellucidum,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,0,Hyperostosis of skull,T2ax+SWIax,2,True
2,0,Watershed infarct,T1ax,1,True
2,0,Foraminal Spinal Stenosis,T1ax+FLAIRax,2,True
2,0,Lipoma of brain,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,0,Glioma,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,0,Pituitary adenoma,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,1,Cerebral infarction,T2ax+FLAIRax+FLAIRsag+SWIax,4,True
2,1,Cerebral hemorrhage,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,1,Metastatic malignant neoplasm to brain,FLAIRax+FLAIRsag,2,True
2,1,Intracranial meningioma,T1ax+FLAIRax+SWIax,3,True
2,1,Demyelinating disease of central nervous system,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,1,Herniation of nucleus pulposus,T2ax+FLAIRax+FLAIRsag+SWIax,4,True
2,1,Spinal cord compression,FLAIRax+SWIax,2,True
2,1,Lacunar infarct,T1ax+T2ax+FLAIRsag+SWIax,4,True
2,1,Silent micro-hemorrhage of brain,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,1,Cavernous hemangioma,SWIax,1,True
2,1,Subdural intracranial hemorrhage,FLAIRax+FLAIRsag+SWIax,3,True
2,1,Gliosis,T2ax+FLAIRax+SWIax,3,True
2,1,Cerebral atrophy,FLAIRax,1,True
2,1,Encephalomalacia,T2ax+FLAIRax+FLAIRsag+SWIax,4,True
2,1,Arachnoid cyst,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,1,Empty sella syndrome,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,1,Intracranial aneurysm,T2ax,1,True
2,1,Chiari malformation,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,1,Schwannoma,FLAIRax,1,True
2,1,Cyst of pineal gland,T2ax+FLAIRax,2,True
2,1,Hemangioma of vertebral column,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,1,Cerebral edema,FLAIRax,1,True
2,1,Spinal stenosis,T1ax+FLAIRsag+SWIax,3,True
2,1,Mastoiditis,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,1,Chronic mastoiditis,T1ax+T2ax+FLAIRax,3,True
2,1,Ventriculomegaly,T2ax+FLAIRax+FLAIRsag+SWIax,4,True
2,1,Cerebellar degeneration,T1ax+T2ax+FLAIRax+FLAIRsag,4,True
2,1,Mega cisterna magna,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,1,Structure of cave of septum pellucidum,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,1,Hyperostosis of skull,T2ax+SWIax,2,True
2,1,Watershed infarct,T1ax,1,True
2,1,Foraminal Spinal Stenosis,T1ax+FLAIRax+FLAIRsag+SWIax,4,True
2,1,Lipoma of brain,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,1,Glioma,T2ax+FLAIRsag+SWIax,3,True
2,1,Pituitary adenoma,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,2,Cerebral infarction,T2ax+FLAIRax+FLAIRsag+SWIax,4,True
2,2,Cerebral hemorrhage,FLAIRax+FLAIRsag+SWIax,3,True
2,2,Metastatic malignant neoplasm to brain,FLAIRax+FLAIRsag,2,True
2,2,Intracranial meningioma,T1ax+T2ax+FLAIRax+FLAIRsag,4,True
2,2,Demyelinating disease of central nervous system,T1ax+T2ax+FLAIRax,3,True
2,2,Herniation of nucleus pulposus,T1ax+FLAIRax+FLAIRsag+SWIax,4,True
2,2,Spinal cord compression,FLAIRax+SWIax,2,True
2,2,Lacunar infarct,T1ax+FLAIRax+FLAIRsag+SWIax,4,True
2,2,Silent micro-hemorrhage of brain,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,2,Cavernous hemangioma,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,2,Subdural intracranial hemorrhage,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,2,Gliosis,FLAIRax+FLAIRsag+SWIax,3,True
2,2,Cerebral atrophy,FLAIRax+FLAIRsag,2,True
2,2,Encephalomalacia,FLAIRax+FLAIRsag+SWIax,3,True
2,2,Arachnoid cyst,T1ax+FLAIRax+FLAIRsag,3,True
2,2,Empty sella syndrome,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,2,Intracranial aneurysm,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,2,Chiari malformation,T2ax+FLAIRsag,2,True
2,2,Schwannoma,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,2,Cyst of pineal gland,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,2,Hemangioma of vertebral column,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,2,Cerebral edema,T2ax+FLAIRax+SWIax,3,True
2,2,Spinal stenosis,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,2,Mastoiditis,T2ax+FLAIRax+FLAIRsag+SWIax,4,True
2,2,Chronic mastoiditis,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,2,Ventriculomegaly,FLAIRax+FLAIRsag+SWIax,3,True
2,2,Cerebellar degeneration,T1ax+T2ax+FLAIRax+SWIax,4,True
2,2,Mega cisterna magna,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,2,Structure of cave of septum pellucidum,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,2,Hyperostosis of skull,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,2,Watershed infarct,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,2,Foraminal Spinal Stenosis,T2ax+SWIax,2,True
2,2,Lipoma of brain,T1ax+T2ax+FLAIRax+SWIax,4,True
2,2,Glioma,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,2,Pituitary adenoma,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,3,Cerebral infarction,T2ax+FLAIRax+FLAIRsag+SWIax,4,True
2,3,Cerebral hemorrhage,T2ax+FLAIRax+FLAIRsag+SWIax,4,True
2,3,Metastatic malignant neoplasm to brain,FLAIRax+FLAIRsag+SWIax,3,True
2,3,Intracranial meningioma,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,3,Demyelinating disease of central nervous system,T2ax+FLAIRax,2,True
2,3,Herniation of nucleus pulposus,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,3,Spinal cord compression,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,3,Lacunar infarct,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,3,Silent micro-hemorrhage of brain,FLAIRax+SWIax,2,True
2,3,Cavernous hemangioma,T1ax+FLAIRsag+SWIax,3,True
2,3,Subdural intracranial hemorrhage,FLAIRax+FLAIRsag,2,True
2,3,Gliosis,T2ax+FLAIRax+SWIax,3,True
2,3,Cerebral atrophy,FLAIRax,1,True
2,3,Encephalomalacia,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,3,Arachnoid cyst,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,3,Empty sella syndrome,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,3,Intracranial aneurysm,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,3,Chiari malformation,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,3,Schwannoma,T2ax+FLAIRax+SWIax,3,True
2,3,Cyst of pineal gland,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,3,Hemangioma of vertebral column,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,3,Cerebral edema,T1ax+FLAIRax+FLAIRsag+SWIax,4,True
2,3,Spinal stenosis,T1ax+SWIax,2,True
2,3,Mastoiditis,T2ax+FLAIRax+FLAIRsag+SWIax,4,True
2,3,Chronic mastoiditis,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,3,Ventriculomegaly,FLAIRax+FLAIRsag+SWIax,3,True
2,3,Cerebellar degeneration,T1ax+T2ax+FLAIRax+FLAIRsag,4,True
2,3,Mega cisterna magna,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,3,Structure of cave of septum pellucidum,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,3,Hyperostosis of skull,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,3,Watershed infarct,T1ax,1,True
2,3,Foraminal Spinal Stenosis,T1ax+FLAIRax+FLAIRsag,3,True
2,3,Lipoma of brain,T1ax,1,True
2,3,Glioma,T1ax+T2ax+FLAIRax+SWIax,4,True
2,3,Pituitary adenoma,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,4,Cerebral infarction,T2ax+FLAIRax+FLAIRsag+SWIax,4,True
2,4,Cerebral hemorrhage,T1ax+T2ax+FLAIRsag+SWIax,4,True
2,4,Metastatic malignant neoplasm to brain,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,4,Intracranial meningioma,T1ax+FLAIRax+FLAIRsag+SWIax,4,True
2,4,Demyelinating disease of central nervous system,T1ax+T2ax+FLAIRax+FLAIRsag,4,True
2,4,Herniation of nucleus pulposus,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,4,Spinal cord compression,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,4,Lacunar infarct,T2ax+FLAIRax+FLAIRsag+SWIax,4,True
2,4,Silent micro-hemorrhage of brain,T1ax+FLAIRax+SWIax,3,True
2,4,Cavernous hemangioma,T1ax+FLAIRsag+SWIax,3,True
2,4,Subdural intracranial hemorrhage,T2ax+FLAIRax+FLAIRsag,3,True
2,4,Gliosis,T2ax+FLAIRax+SWIax,3,True
2,4,Cerebral atrophy,FLAIRax+SWIax,2,True
2,4,Encephalomalacia,FLAIRax,1,True
2,4,Arachnoid cyst,T1ax+T2ax+FLAIRax+FLAIRsag,4,True
2,4,Empty sella syndrome,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,4,Intracranial aneurysm,T1ax+T2ax+FLAIRax+FLAIRsag,4,True
2,4,Chiari malformation,T2ax,1,True
2,4,Schwannoma,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,4,Cyst of pineal gland,T1ax+FLAIRsag,2,True
2,4,Hemangioma of vertebral column,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,4,Cerebral edema,FLAIRax+FLAIRsag,2,True
2,4,Spinal stenosis,T1ax+FLAIRsag+SWIax,3,True
2,4,Mastoiditis,T2ax,1,True
2,4,Chronic mastoiditis,T1ax,1,True
2,4,Ventriculomegaly,T1ax+T2ax+FLAIRax+SWIax,4,True
2,4,Cerebellar degeneration,T1ax+FLAIRax+FLAIRsag+SWIax,4,True
2,4,Mega cisterna magna,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,4,Structure of cave of septum pellucidum,T2ax+FLAIRax,2,True
2,4,Hyperostosis of skull,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,4,Watershed infarct,T2ax+FLAIRsag,2,True
2,4,Foraminal Spinal Stenosis,T1ax+FLAIRax+FLAIRsag,3,True
2,4,Lipoma of brain,T1ax+FLAIRsag,2,True
2,4,Glioma,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
2,4,Pituitary adenoma,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,5,True
